A01,OK
A02,OK
A03,OK
B05,OK
B06,OK
B07,OK
B08,OK
B09,OK
C10T12,OK
C13T15,OK
C16,OK
C17_18,OK
C19,OK
C20,OK
C21,OK
C22,OK
C23,OK
C24A,OK
C24B,OK
C25,OK
C26,OK
C27,OK
C28,OK
C29,OK
C301,OK
C302T309,OK
C31T33,OK
D,OK
E,OK
F,OK
G,OK
H49,OK
H50,OK
H51,OK
H52,OK
H53,OK
I,OK
J58T60,OK
J61,OK
J62_63,OK
K,OK
L,OK
M,OK
N,OK
O,OK
P,OK
Q,OK
R,OK
S,OK
T,MANQUANT
