build,scope,origin,leader
g3.0,goods,DE,MD
g3.0,goods,FL,GA
g3.0,goods,GA,FL
g3.0,goods,HI,CA
g3.0,goods,IA,IL
g3.0,goods,ID,CA
g3.0,goods,IL,MO
g3.0,goods,IN,MI
g3.0,goods,KS,TX
g3.0,goods,KY,IN
g3.0,goods,LA,FL
g3.0,goods,MA,NY
g3.0,goods,MD,PA
g3.0,goods,ME,MA
g3.0,goods,MI,OH
g3.0,goods,MN,WI
g3.0,goods,MO,IL
g3.0,goods,MS,LA
g3.0,goods,MT,CA
g3.0,goods,NC,VA
g3.0,goods,ND,CA
g3.0,goods,NE,KS
g3.0,goods,NH,MA
g3.0,goods,NJ,PA
g3.0,goods,NM,CA
g3.0,goods,NV,CA
g3.0,goods,NY,MA
g3.0,goods,OH,MI
g3.0,goods,OK,TX
g3.0,goods,OR,CA
g3.0,goods,PA,NJ
g3.0,goods,RI,MA
g3.0,goods,SC,NC
g3.0,goods,SD,ND
g3.0,goods,TN,GA
g3.0,goods,TX,CA
g3.0,goods,UT,CA
g3.0,goods,VA,NC
g3.0,goods,VT,NY
g3.0,goods,WA,CA
g3.0,goods,WI,MI
g3.0,goods,WV,OH
g3.0,goods,WY,CO
g3.0,all_interm,AK,CA
g3.0,all_interm,AL,FL
g3.0,all_interm,AR,TX
g3.0,all_interm,AZ,CA
g3.0,all_interm,CA,NV
g3.0,all_interm,CO,CA
g3.0,all_interm,CT,NY
g3.0,all_interm,DC,MD
g3.0,all_interm,DE,MD
g3.0,all_interm,FL,GA
g3.0,all_interm,GA,FL
g3.0,all_interm,HI,CA
g3.0,all_interm,IA,MN
g3.0,all_interm,ID,CA
g3.0,all_interm,IL,MO
g3.0,all_interm,IN,OH
g3.0,all_interm,KS,NE
g3.0,all_interm,KY,OH
g3.0,all_interm,LA,TX
g3.0,all_interm,MA,NY
g3.0,all_interm,MD,DC
g3.0,all_interm,ME,NY
g3.0,all_interm,MI,OH
g3.0,all_interm,MN,WI
g3.0,all_interm,MO,IL
g3.0,all_interm,MS,LA
g3.0,all_interm,MT,CA
g3.0,all_interm,NC,VA
g3.0,all_interm,ND,SD
g3.0,all_interm,NE,KS
g3.0,all_interm,NH,NY
g3.0,all_interm,NJ,NY
g3.0,all_interm,NM,TX
g3.0,all_interm,NV,CA
g3.0,all_interm,NY,MA
g3.0,all_interm,OH,MI
g3.0,all_interm,OK,TX
g3.0,all_interm,OR,WA
g3.0,all_interm,PA,NJ
g3.0,all_interm,RI,MA
g3.0,all_interm,SC,NC
g3.0,all_interm,SD,ND
g3.0,all_interm,TN,GA
g3.0,all_interm,TX,CA
g3.0,all_interm,UT,CA
g3.0,all_interm,VA,NC
g3.0,all_interm,VT,NY
g3.0,all_interm,WA,CA
g3.0,all_interm,WI,MN
g3.0,all_interm,WV,OH
g3.0,all_interm,WY,CO
scen_economic,goods,AK,CA
scen_economic,goods,AL,FL
scen_economic,goods,AR,TX
scen_economic,goods,AZ,CA
scen_economic,goods,CA,TX
scen_economic,goods,CO,CA
scen_economic,goods,CT,NY
scen_economic,goods,DC,MD
scen_economic,goods,DE,MD
scen_economic,goods,FL,GA
scen_economic,goods,GA,FL
scen_economic,goods,HI,CA
scen_economic,goods,IA,IL
scen_economic,goods,ID,CA
scen_economic,goods,IL,MO
scen_economic,goods,IN,MI
scen_economic,goods,KS,TX
scen_economic,goods,KY,IN
scen_economic,goods,LA,FL
scen_economic,goods,MA,NY
scen_economic,goods,MD,PA
scen_economic,goods,ME,MA
scen_economic,goods,MI,OH
scen_economic,goods,MN,WI
scen_economic,goods,MO,IL
scen_economic,goods,MS,TX
scen_economic,goods,MT,CA
scen_economic,goods,NC,VA
scen_economic,goods,ND,CA
scen_economic,goods,NE,KS
scen_economic,goods,NH,MA
scen_economic,goods,NJ,PA
scen_economic,goods,NM,CA
scen_economic,goods,NV,CA
scen_economic,goods,NY,MA
scen_economic,goods,OH,MI
scen_economic,goods,OK,TX
scen_economic,goods,OR,CA
scen_economic,goods,PA,NJ
scen_economic,goods,RI,MA
scen_economic,goods,SC,NC
scen_economic,goods,SD,CA
scen_economic,goods,TN,GA
scen_economic,goods,TX,CA
scen_economic,goods,UT,CA
scen_economic,goods,VA,NC
scen_economic,goods,VT,NY
scen_economic,goods,WA,CA
scen_economic,goods,WI,MI
scen_economic,goods,WV,OH
scen_economic,goods,WY,CO
scen_economic,all_interm,AK,CA
scen_economic,all_interm,AL,FL
scen_economic,all_interm,AR,TX
scen_economic,all_interm,AZ,CA
scen_economic,all_interm,CA,TX
scen_economic,all_interm,CO,CA
scen_economic,all_interm,CT,NY
scen_economic,all_interm,DC,NY
scen_economic,all_interm,DE,NY
scen_economic,all_interm,FL,NY
scen_economic,all_interm,GA,FL
scen_economic,all_interm,HI,CA
scen_economic,all_interm,IA,CA
scen_economic,all_interm,ID,CA
scen_economic,all_interm,IL,CA
scen_economic,all_interm,IN,OH
scen_economic,all_interm,KS,TX
scen_economic,all_interm,KY,IN
scen_economic,all_interm,LA,TX
scen_economic,all_interm,MA,NY
scen_economic,all_interm,MD,NY
scen_economic,all_interm,ME,NY
scen_economic,all_interm,MI,OH
scen_economic,all_interm,MN,CA
scen_economic,all_interm,MO,IL
scen_economic,all_interm,MS,TX
scen_economic,all_interm,MT,CA
scen_economic,all_interm,NC,VA
scen_economic,all_interm,ND,CA
scen_economic,all_interm,NE,CA
scen_economic,all_interm,NH,NY
scen_economic,all_interm,NJ,NY
scen_economic,all_interm,NM,CA
scen_economic,all_interm,NV,CA
scen_economic,all_interm,NY,CA
scen_economic,all_interm,OH,MI
scen_economic,all_interm,OK,TX
scen_economic,all_interm,OR,CA
scen_economic,all_interm,PA,NY
scen_economic,all_interm,RI,MA
scen_economic,all_interm,SC,NC
scen_economic,all_interm,SD,CA
scen_economic,all_interm,TN,GA
scen_economic,all_interm,TX,CA
scen_economic,all_interm,UT,CA
scen_economic,all_interm,VA,NY
scen_economic,all_interm,VT,NY
scen_economic,all_interm,WA,CA
scen_economic,all_interm,WI,IL
scen_economic,all_interm,WV,OH
scen_economic,all_interm,WY,CO
scen_structured_rand,goods,AK,CA
scen_structured_rand,goods,AL,FL
scen_structured_rand,goods,AR,TX
scen_structured_rand,goods,AZ,CA
scen_structured_rand,goods,CA,WA
scen_structured_rand,goods,CO,CA
scen_structured_rand,goods,CT,NY
scen_structured_rand,goods,DC,MD
scen_structured_rand,goods,DE,MD
scen_structured_rand,goods,FL,GA
scen_structured_rand,goods,GA,FL
scen_structured_rand,goods,HI,CA
scen_structured_rand,goods,IA,IL
scen_structured_rand,goods,ID,CA
scen_structured_rand,goods,IL,MO
scen_structured_rand,goods,IN,MI
scen_structured_rand,goods,KS,TX
scen_structured_rand,goods,KY,IN
scen_structured_rand,goods,LA,FL
scen_structured_rand,goods,MA,NY
scen_structured_rand,goods,MD,PA
scen_structured_rand,goods,ME,MA
scen_structured_rand,goods,MI,OH
scen_structured_rand,goods,MN,WI
scen_structured_rand,goods,MO,IL
scen_structured_rand,goods,MS,TX
scen_structured_rand,goods,MT,CA
scen_structured_rand,goods,NC,VA
scen_structured_rand,goods,ND,CA
scen_structured_rand,goods,NE,KS
scen_structured_rand,goods,NH,MA
scen_structured_rand,goods,NJ,PA
scen_structured_rand,goods,NM,CA
scen_structured_rand,goods,NV,CA
scen_structured_rand,goods,NY,MA
scen_structured_rand,goods,OH,MI
scen_structured_rand,goods,OK,TX
scen_structured_rand,goods,OR,CA
scen_structured_rand,goods,PA,NJ
scen_structured_rand,goods,RI,MA
scen_structured_rand,goods,SC,NC
scen_structured_rand,goods,SD,ND
scen_structured_rand,goods,TN,GA
scen_structured_rand,goods,TX,CA
scen_structured_rand,goods,UT,CA
scen_structured_rand,goods,VA,NC
scen_structured_rand,goods,VT,NY
scen_structured_rand,goods,WA,CA
scen_structured_rand,goods,WI,MI
scen_structured_rand,goods,WV,OH
scen_structured_rand,goods,WY,CO
scen_structured_rand,all_interm,AK,CA
scen_structured_rand,all_interm,AL,FL
scen_structured_rand,all_interm,AR,TX
scen_structured_rand,all_interm,AZ,CA
scen_structured_rand,all_interm,CA,TX
scen_structured_rand,all_interm,CO,CA
scen_structured_rand,all_interm,CT,NY
scen_structured_rand,all_interm,DC,NY
scen_structured_rand,all_interm,DE,NY
scen_structured_rand,all_interm,FL,GA
scen_structured_rand,all_interm,GA,FL
scen_structured_rand,all_interm,HI,CA
scen_structured_rand,all_interm,IA,IL
scen_structured_rand,all_interm,ID,CA
scen_structured_rand,all_interm,IL,CA
scen_structured_rand,all_interm,IN,OH
scen_structured_rand,all_interm,KS,TX
scen_structured_rand,all_interm,KY,IN
scen_structured_rand,all_interm,LA,TX
scen_structured_rand,all_interm,MA,NY
scen_structured_rand,all_interm,MD,PA
scen_structured_rand,all_interm,ME,NY
scen_structured_rand,all_interm,MI,OH
scen_structured_rand,all_interm,MN,CA
scen_structured_rand,all_interm,MO,IL
scen_structured_rand,all_interm,MS,TX
scen_structured_rand,all_interm,MT,CA
scen_structured_rand,all_interm,NC,VA
scen_structured_rand,all_interm,ND,CA
scen_structured_rand,all_interm,NE,CA
scen_structured_rand,all_interm,NH,NY
scen_structured_rand,all_interm,NJ,NY
scen_structured_rand,all_interm,NM,CA
scen_structured_rand,all_interm,NV,CA
scen_structured_rand,all_interm,NY,CA
scen_structured_rand,all_interm,OH,MI
scen_structured_rand,all_interm,OK,TX
scen_structured_rand,all_interm,OR,CA
scen_structured_rand,all_interm,PA,NY
scen_structured_rand,all_interm,RI,MA
scen_structured_rand,all_interm,SC,NC
scen_structured_rand,all_interm,SD,CA
scen_structured_rand,all_interm,TN,GA
scen_structured_rand,all_interm,TX,CA
scen_structured_rand,all_interm,UT,CA
scen_structured_rand,all_interm,VA,NY
scen_structured_rand,all_interm,VT,NY
scen_structured_rand,all_interm,WA,CA
scen_structured_rand,all_interm,WI,IL
scen_structured_rand,all_interm,WV,OH
scen_structured_rand,all_interm,WY,CO
scen_random_0,goods,AK,CA
scen_random_0,goods,AL,FL
scen_random_0,goods,AR,TX
scen_random_0,goods,AZ,CA
scen_random_0,goods,CA,TX
scen_random_0,goods,CO,CA
scen_random_0,goods,CT,NY
scen_random_0,goods,DC,MD
scen_random_0,goods,DE,MD
scen_random_0,goods,FL,GA
scen_random_0,goods,GA,FL
scen_random_0,goods,HI,CA
scen_random_0,goods,IA,IL
scen_random_0,goods,ID,CA
scen_random_0,goods,IL,IN
scen_random_0,goods,IN,OH
scen_random_0,goods,KS,TX
scen_random_0,goods,KY,OH
scen_random_0,goods,LA,FL
scen_random_0,goods,MA,NY
scen_random_0,goods,MD,PA
scen_random_0,goods,ME,NY
scen_random_0,goods,MI,OH
scen_random_0,goods,MN,WI
scen_random_0,goods,MO,IL
scen_random_0,goods,MS,TX
scen_random_0,goods,MT,CA
scen_random_0,goods,NC,VA
scen_random_0,goods,ND,CA
scen_random_0,goods,NE,CA
scen_random_0,goods,NH,MA
scen_random_0,goods,NJ,PA
scen_random_0,goods,NM,CA
scen_random_0,goods,NV,CA
scen_random_0,goods,NY,MA
scen_random_0,goods,OH,MI
scen_random_0,goods,OK,TX
scen_random_0,goods,OR,CA
scen_random_0,goods,PA,NJ
scen_random_0,goods,RI,MA
scen_random_0,goods,SC,NC
scen_random_0,goods,SD,CA
scen_random_0,goods,TN,TX
scen_random_0,goods,TX,LA
scen_random_0,goods,UT,CA
scen_random_0,goods,VA,NC
scen_random_0,goods,VT,NY
scen_random_0,goods,WA,CA
scen_random_0,goods,WI,MI
scen_random_0,goods,WV,OH
scen_random_0,goods,WY,CO
scen_random_0,all_interm,AK,CA
scen_random_0,all_interm,AL,FL
scen_random_0,all_interm,AR,TX
scen_random_0,all_interm,AZ,CA
scen_random_0,all_interm,CA,NV
scen_random_0,all_interm,CO,CA
scen_random_0,all_interm,CT,NY
scen_random_0,all_interm,DC,MD
scen_random_0,all_interm,DE,MD
scen_random_0,all_interm,FL,GA
scen_random_0,all_interm,GA,FL
scen_random_0,all_interm,HI,CA
scen_random_0,all_interm,IA,IL
scen_random_0,all_interm,ID,CA
scen_random_0,all_interm,IL,MO
scen_random_0,all_interm,IN,OH
scen_random_0,all_interm,KS,NE
scen_random_0,all_interm,KY,OH
scen_random_0,all_interm,LA,TX
scen_random_0,all_interm,MA,NY
scen_random_0,all_interm,MD,DC
scen_random_0,all_interm,ME,NY
scen_random_0,all_interm,MI,OH
scen_random_0,all_interm,MN,WI
scen_random_0,all_interm,MO,IL
scen_random_0,all_interm,MS,TX
scen_random_0,all_interm,MT,CA
scen_random_0,all_interm,NC,VA
scen_random_0,all_interm,ND,CA
scen_random_0,all_interm,NE,KS
scen_random_0,all_interm,NH,NY
scen_random_0,all_interm,NJ,NY
scen_random_0,all_interm,NM,CA
scen_random_0,all_interm,NV,CA
scen_random_0,all_interm,NY,MA
scen_random_0,all_interm,OH,MI
scen_random_0,all_interm,OK,TX
scen_random_0,all_interm,OR,CA
scen_random_0,all_interm,PA,NY
scen_random_0,all_interm,RI,MA
scen_random_0,all_interm,SC,NC
scen_random_0,all_interm,SD,CA
scen_random_0,all_interm,TN,GA
scen_random_0,all_interm,TX,CA
scen_random_0,all_interm,UT,CA
scen_random_0,all_interm,VA,NC
scen_random_0,all_interm,VT,NY
scen_random_0,all_interm,WA,CA
scen_random_0,all_interm,WI,IL
scen_random_0,all_interm,WV,OH
scen_random_0,all_interm,WY,CO
scen_random_1,goods,AK,CA
scen_random_1,goods,AL,FL
scen_random_1,goods,AR,TX
scen_random_1,goods,AZ,CA
scen_random_1,goods,CA,TX
scen_random_1,goods,CO,CA
scen_random_1,goods,CT,NY
scen_random_1,goods,DC,MD
scen_random_1,goods,DE,PA
scen_random_1,goods,FL,GA
scen_random_1,goods,GA,FL
scen_random_1,goods,HI,CA
scen_random_1,goods,IA,IL
scen_random_1,goods,ID,CA
scen_random_1,goods,IL,TX
scen_random_1,goods,IN,MI
scen_random_1,goods,KS,TX
scen_random_1,goods,KY,IN
scen_random_1,goods,LA,FL
scen_random_1,goods,MA,NY
scen_random_1,goods,MD,PA
scen_random_1,goods,ME,NY
scen_random_1,goods,MI,OH
scen_random_1,goods,MN,CA
scen_random_1,goods,MO,IL
scen_random_1,goods,MS,TX
scen_random_1,goods,MT,CA
scen_random_1,goods,NC,VA
scen_random_1,goods,ND,CA
scen_random_1,goods,NE,TX
scen_random_1,goods,NH,MA
scen_random_1,goods,NJ,NY
scen_random_1,goods,NM,TX
scen_random_1,goods,NV,CA
scen_random_1,goods,NY,MA
scen_random_1,goods,OH,MI
scen_random_1,goods,OK,TX
scen_random_1,goods,OR,CA
scen_random_1,goods,PA,NY
scen_random_1,goods,RI,MA
scen_random_1,goods,SC,NC
scen_random_1,goods,SD,CA
scen_random_1,goods,TN,TX
scen_random_1,goods,TX,CA
scen_random_1,goods,UT,CA
scen_random_1,goods,VA,NC
scen_random_1,goods,VT,NY
scen_random_1,goods,WA,CA
scen_random_1,goods,WI,MI
scen_random_1,goods,WV,OH
scen_random_1,goods,WY,CO
scen_random_1,all_interm,AK,CA
scen_random_1,all_interm,AL,FL
scen_random_1,all_interm,AR,TX
scen_random_1,all_interm,AZ,CA
scen_random_1,all_interm,CA,TX
scen_random_1,all_interm,CO,CA
scen_random_1,all_interm,CT,NY
scen_random_1,all_interm,DC,MD
scen_random_1,all_interm,DE,NY
scen_random_1,all_interm,FL,GA
scen_random_1,all_interm,GA,FL
scen_random_1,all_interm,HI,CA
scen_random_1,all_interm,IA,IL
scen_random_1,all_interm,ID,CA
scen_random_1,all_interm,IL,MO
scen_random_1,all_interm,IN,OH
scen_random_1,all_interm,KS,TX
scen_random_1,all_interm,KY,OH
scen_random_1,all_interm,LA,TX
scen_random_1,all_interm,MA,NY
scen_random_1,all_interm,MD,PA
scen_random_1,all_interm,ME,NY
scen_random_1,all_interm,MI,OH
scen_random_1,all_interm,MN,CA
scen_random_1,all_interm,MO,IL
scen_random_1,all_interm,MS,TX
scen_random_1,all_interm,MT,CA
scen_random_1,all_interm,NC,VA
scen_random_1,all_interm,ND,CA
scen_random_1,all_interm,NE,CA
scen_random_1,all_interm,NH,NY
scen_random_1,all_interm,NJ,NY
scen_random_1,all_interm,NM,CA
scen_random_1,all_interm,NV,CA
scen_random_1,all_interm,NY,MA
scen_random_1,all_interm,OH,MI
scen_random_1,all_interm,OK,TX
scen_random_1,all_interm,OR,CA
scen_random_1,all_interm,PA,NY
scen_random_1,all_interm,RI,MA
scen_random_1,all_interm,SC,NC
scen_random_1,all_interm,SD,CA
scen_random_1,all_interm,TN,GA
scen_random_1,all_interm,TX,CA
scen_random_1,all_interm,UT,CA
scen_random_1,all_interm,VA,NC
scen_random_1,all_interm,VT,NY
scen_random_1,all_interm,WA,CA
scen_random_1,all_interm,WI,IL
scen_random_1,all_interm,WV,OH
scen_random_1,all_interm,WY,CO
scen_random_2,goods,AK,CA
scen_random_2,goods,AL,FL
scen_random_2,goods,AR,TX
scen_random_2,goods,AZ,CA
scen_random_2,goods,CA,TX
scen_random_2,goods,CO,CA
scen_random_2,goods,CT,NY
scen_random_2,goods,DC,MD
scen_random_2,goods,DE,MD
scen_random_2,goods,FL,GA
scen_random_2,goods,GA,FL
scen_random_2,goods,HI,CA
scen_random_2,goods,IA,IL
scen_random_2,goods,ID,CA
scen_random_2,goods,IL,MO
scen_random_2,goods,IN,MI
scen_random_2,goods,KS,TX
scen_random_2,goods,KY,IN
scen_random_2,goods,LA,FL
scen_random_2,goods,MA,NY
scen_random_2,goods,MD,PA
scen_random_2,goods,ME,MA
scen_random_2,goods,MI,OH
scen_random_2,goods,MN,WI
scen_random_2,goods,MO,IL
scen_random_2,goods,MS,TX
scen_random_2,goods,MT,CA
scen_random_2,goods,NC,VA
scen_random_2,goods,ND,CA
scen_random_2,goods,NE,KS
scen_random_2,goods,NH,MA
scen_random_2,goods,NJ,PA
scen_random_2,goods,NM,TX
scen_random_2,goods,NV,CA
scen_random_2,goods,NY,MA
scen_random_2,goods,OH,MI
scen_random_2,goods,OK,TX
scen_random_2,goods,OR,CA
scen_random_2,goods,PA,NJ
scen_random_2,goods,RI,MA
scen_random_2,goods,SC,NC
scen_random_2,goods,SD,CA
scen_random_2,goods,TN,TX
scen_random_2,goods,TX,CA
scen_random_2,goods,UT,CA
scen_random_2,goods,VA,NC
scen_random_2,goods,VT,NY
scen_random_2,goods,WA,CA
scen_random_2,goods,WI,MI
scen_random_2,goods,WV,OH
scen_random_2,goods,WY,CO
scen_random_2,all_interm,AK,CA
scen_random_2,all_interm,AL,FL
scen_random_2,all_interm,AR,TX
scen_random_2,all_interm,AZ,CA
scen_random_2,all_interm,CA,NV
scen_random_2,all_interm,CO,CA
scen_random_2,all_interm,CT,NY
scen_random_2,all_interm,DC,MD
scen_random_2,all_interm,DE,NY
scen_random_2,all_interm,FL,GA
scen_random_2,all_interm,GA,FL
scen_random_2,all_interm,HI,CA
scen_random_2,all_interm,IA,IL
scen_random_2,all_interm,ID,CA
scen_random_2,all_interm,IL,MO
scen_random_2,all_interm,IN,OH
scen_random_2,all_interm,KS,TX
scen_random_2,all_interm,KY,OH
scen_random_2,all_interm,LA,TX
scen_random_2,all_interm,MA,NY
scen_random_2,all_interm,MD,PA
scen_random_2,all_interm,ME,NY
scen_random_2,all_interm,MI,OH
scen_random_2,all_interm,MN,WI
scen_random_2,all_interm,MO,IL
scen_random_2,all_interm,MS,TX
scen_random_2,all_interm,MT,CA
scen_random_2,all_interm,NC,VA
scen_random_2,all_interm,ND,CA
scen_random_2,all_interm,NE,KS
scen_random_2,all_interm,NH,NY
scen_random_2,all_interm,NJ,NY
scen_random_2,all_interm,NM,CA
scen_random_2,all_interm,NV,CA
scen_random_2,all_interm,NY,MA
scen_random_2,all_interm,OH,MI
scen_random_2,all_interm,OK,TX
scen_random_2,all_interm,OR,CA
scen_random_2,all_interm,PA,NY
scen_random_2,all_interm,RI,MA
scen_random_2,all_interm,SC,NC
scen_random_2,all_interm,SD,CA
scen_random_2,all_interm,TN,GA
scen_random_2,all_interm,TX,CA
scen_random_2,all_interm,UT,CA
scen_random_2,all_interm,VA,NC
scen_random_2,all_interm,VT,NY
scen_random_2,all_interm,WA,CA
scen_random_2,all_interm,WI,IL
scen_random_2,all_interm,WV,OH
scen_random_2,all_interm,WY,CO
CFS,goods,AK,WA
CFS,goods,AL,GA
CFS,goods,AR,TX
CFS,goods,AZ,CA
CFS,goods,CA,TX
CFS,goods,CO,CA
CFS,goods,CT,NY
CFS,goods,DC,MD
CFS,goods,DE,PA
CFS,goods,FL,GA
CFS,goods,GA,FL
CFS,goods,HI,CA
CFS,goods,IA,IL
CFS,goods,ID,CA
CFS,goods,IL,IN
CFS,goods,IN,OH
CFS,goods,KS,MO
CFS,goods,KY,TN
CFS,goods,LA,TX
CFS,goods,MA,NH
CFS,goods,MD,VA
CFS,goods,ME,MA
CFS,goods,MI,OH
CFS,goods,MN,WI
CFS,goods,MO,IL
CFS,goods,MS,TN
CFS,goods,MT,WA
CFS,goods,NC,SC
CFS,goods,ND,MN
CFS,goods,NE,IA
CFS,goods,NH,MA
CFS,goods,NJ,NY
CFS,goods,NM,TX
CFS,goods,NV,CA
CFS,goods,NY,NJ
CFS,goods,OH,IN
CFS,goods,OK,TX
CFS,goods,OR,WA
CFS,goods,PA,NJ
CFS,goods,RI,MA
CFS,goods,SC,NC
CFS,goods,SD,MN
CFS,goods,TN,GA
CFS,goods,TX,CA
CFS,goods,UT,CA
CFS,goods,VA,NC
CFS,goods,VT,NY
CFS,goods,WA,OR
CFS,goods,WI,IL
CFS,goods,WV,OH
CFS,goods,WY,CO
FAF,goods,AK,CA
FAF,goods,AL,GA
FAF,goods,AR,TX
FAF,goods,AZ,CA
FAF,goods,CA,TX
FAF,goods,CO,WY
FAF,goods,CT,NY
FAF,goods,DC,MD
FAF,goods,DE,PA
FAF,goods,FL,GA
FAF,goods,GA,FL
FAF,goods,HI,CA
FAF,goods,IA,IL
FAF,goods,ID,WA
FAF,goods,IL,IN
FAF,goods,IN,OH
FAF,goods,KS,MO
FAF,goods,KY,TN
FAF,goods,LA,TX
FAF,goods,MA,NH
FAF,goods,MD,VA
FAF,goods,ME,MA
FAF,goods,MI,OH
FAF,goods,MN,WI
FAF,goods,MO,IL
FAF,goods,MS,AL
FAF,goods,MT,ID
FAF,goods,NC,SC
FAF,goods,ND,MN
FAF,goods,NE,IA
FAF,goods,NH,MA
FAF,goods,NJ,NY
FAF,goods,NM,TX
FAF,goods,NV,CA
FAF,goods,NY,NJ
FAF,goods,OH,IN
FAF,goods,OK,TX
FAF,goods,OR,WA
FAF,goods,PA,NJ
FAF,goods,RI,MA
FAF,goods,SC,NC
FAF,goods,SD,MN
FAF,goods,TN,GA
FAF,goods,TX,LA
FAF,goods,UT,CA
FAF,goods,VA,NC
FAF,goods,VT,NY
FAF,goods,WA,OR
FAF,goods,WI,IL
FAF,goods,WV,OH
FAF,goods,WY,CO
