region,build,Leontief,IIM,Ghosh
NC,scen_random_1,-6229.79396255244,-11561.666616478471,-8515.067878123251
ND,scen_random_1,-464.2287580783795,-822.1766574263362,-697.5889967197846
NE,scen_random_1,-992.635199967229,-1833.945515633171,-1283.6307580737312
NGA,scen_random_1,-149.41011046721323,-275.7617826666425,-110.25631708592842
NH,scen_random_1,-2677.7829745562894,-5057.6204287877645,-3342.8510161627773
NJ,scen_random_1,-13937.211313790316,-26708.62887458901,-15556.000054106713
NLD,scen_random_1,-534.5833749281885,-992.8734241627895,-1374.1182445811953
NM,scen_random_1,-650.2960445089717,-1191.5964315615684,-971.9549494287895
NOR,scen_random_1,-237.38447651272404,-408.0806339705523,-247.16879078380614
NV,scen_random_1,-778.3465259245489,-1481.0145532388688,-1682.2550459560305
NY,scen_random_1,-526889.7643443089,-962630.3288212392,-573872.8939735483
NZL,scen_random_1,-67.11783160547535,-112.85217594772357,-152.4420344903952
OH,scen_random_1,-7469.597435378768,-13983.89220564257,-9845.012613302673
OK,scen_random_1,-1588.7743968955822,-2880.1007128815586,-1921.9898947650743
OR,scen_random_1,-1000.093486795472,-1862.1411367233839,-1767.438907488426
PA,scen_random_1,-15399.675828212141,-29466.746870556413,-17158.204451704056
PAK,scen_random_1,-46.8656031340623,-82.31945840861901,-59.02787735160904
PER,scen_random_1,-103.68637100349561,-188.93248917112837,-239.4513052098156
PHL,scen_random_1,-214.96802681929464,-400.4258154031935,-198.34039079560338
POL,scen_random_1,-189.6158213127096,-341.71644652809147,-301.9416732684883
PRT,scen_random_1,-91.1248734073293,-162.06916357160833,-77.77748920691397
RI,scen_random_1,-1408.5897118958862,-2636.1769462724574,-1730.2349644402318
ROU,scen_random_1,-60.87288951307434,-111.03882253633218,-171.6615649515105
ROW,scen_random_1,-1894.7730092165934,-3422.1728780533367,-2463.9995544651506
RUS,scen_random_1,-679.9056339612508,-1245.7293110581484,-584.8735810705524
SAU,scen_random_1,-415.4375701226582,-768.6501078910229,-384.50618523841433
SC,scen_random_1,-1927.0978850161048,-3542.7092632306026,-3019.759518613006
SD,scen_random_1,-544.2508776119342,-1012.8730140237394,-652.7265380927394
SEN,scen_random_1,-2.5065560436360634,-4.2050539750303635,-4.736448804060063
SGP,scen_random_1,-684.786434482747,-1296.2965739106576,-1419.345814455599
STP,scen_random_1,-0.07676244128258694,-0.15929436354004017,-0.0952721917808531
SVK,scen_random_1,-39.99731758537018,-71.01401884676916,-57.70662133130345
SVN,scen_random_1,-16.331616962370223,-29.01540076426763,-25.267247153747405
SWE,scen_random_1,-242.25873828499337,-441.8538052194065,-491.9260321768183
THA,scen_random_1,-338.60053151959943,-566.6646151609996,-609.6804123425386
TN,scen_random_1,-2840.6329611292535,-5277.45974637416,-4778.4399532266125
TUN,scen_random_1,-9.863928300020818,-17.895886814938752,-16.039607715134714
TUR,scen_random_1,-209.78419367991125,-368.35090519506826,-373.54249036453814
TWN,scen_random_1,-643.1542889724287,-1121.932625162918,-772.0480636630534
TX,scen_random_1,-9456.204689595836,-17438.020765101544,-17048.712224392588
UKR,scen_random_1,-35.58575608180971,-66.95662042867407,-86.51347247776336
UT,scen_random_1,-1201.1081777980537,-2283.6525579279487,-1731.9846927146662
VA,scen_random_1,-6799.391717172465,-12701.516267027348,-9270.788206143725
VNM,scen_random_1,-343.6907971831999,-558.8646503876383,-436.85163684564907
VT,scen_random_1,-1174.909005015234,-2149.621435983487,-1458.6917958525848
WA,scen_random_1,-2444.905612008867,-4641.454518916614,-4216.152931282918
WI,scen_random_1,-2834.4187085584213,-5215.565731245585,-3968.3843627372958
WV,scen_random_1,-726.174728553687,-1337.818787681801,-1080.8960269478748
WY,scen_random_1,-390.9163801904019,-716.7212737313642,-402.5847746251855
ZAF,scen_random_1,-136.47493888521558,-254.90612585288585,-200.48333092160868
AGO,scen_random_2,-110.69274768605919,-204.92642467940513,-45.019363038101254
AK,scen_random_2,-398.93718040103363,-732.0014609652374,-598.6260849740707
AL,scen_random_2,-1231.5097629821958,-2297.304832114085,-2140.438735465361
AR,scen_random_2,-672.411981258357,-1229.376406737768,-1240.2148699348343
ARE,scen_random_2,-205.39270636321848,-394.19297497083227,-772.3343399063552
ARG,scen_random_2,-123.70775769958695,-226.62281960979794,-284.59943358404456
AUS,scen_random_2,-270.97227122248245,-482.1459206804737,-773.3808771792974
AUT,scen_random_2,-185.26121605151252,-331.52781851937556,-236.57677056588759
AZ,scen_random_2,-1649.5385314892876,-3156.6211650075734,-2455.1350808809448
BEL,scen_random_2,-527.6867146032229,-997.07413383189,-769.1292819049406
BGD,scen_random_2,-20.032188172896817,-34.06389309536649,-50.867620366775384
BGR,scen_random_2,-21.09573584405222,-38.468589559506576,-28.011525063241255
BLR,scen_random_2,-17.514196186806494,-32.396887981450305,-16.834678863706493
BRA,scen_random_2,-738.9774370647472,-1335.5298604879995,-1285.14061475697
BRN,scen_random_2,-3.702750458118664,-6.715370903604849,-3.4350223625885623
CA,scen_random_2,-13063.474306563941,-25461.429517359415,-18381.32483046861
CAN,scen_random_2,-4156.4295481838,-7561.2882833568365,-4237.04367184659
CHE,scen_random_2,-831.7856838238386,-1619.5188494231234,-1011.1787919370266
CHL,scen_random_2,-157.8280580970037,-263.7373315038925,-208.52038031040303
CHN,scen_random_2,-6741.009532181817,-11381.91339765345,-6372.280049116478
CIV,scen_random_2,-14.210299400608694,-21.440848418157437,-13.04146949276825
CMR,scen_random_2,-7.726185394057632,-13.93561702061549,-8.123820637223398
CO,scen_random_2,-1814.1696688044883,-3406.66360687187,-2920.528950494032
COD,scen_random_2,-8.06898161358858,-14.274932527641193,-40.339239632837824
COL,scen_random_2,-232.52503200403837,-422.6794615111435,-312.6992339335218
CRI,scen_random_2,-49.68509848396009,-81.20006188891091,-93.56899202162812
CT,scen_random_2,-15379.625575890997,-29634.180759407394,-14657.126496685902
CYP,scen_random_2,-11.784960819995652,-24.12602326086253,-32.811812092869644
CZE,scen_random_2,-100.26988058728165,-179.58264722221708,-165.82593988551884
DC,scen_random_2,-1556.750830114697,-3033.0184708669444,-2129.141728519653
DE,scen_random_2,-1445.406722480096,-2880.0193615006556,-1461.8141123677026
DEU,scen_random_2,-2125.502146302977,-3933.1788294765333,-2992.4331439200564
DNK,scen_random_2,-213.07641634698274,-390.29036243248527,-207.82343361859233
EGY,scen_random_2,-32.86677048336259,-61.49547470314256,-86.71501514127036
ESP,scen_random_2,-470.35377230388593,-847.6004229092263,-559.9328618931572
EST,scen_random_2,-17.659272698547593,-32.830597431755436,-16.793427637994924
FIN,scen_random_2,-128.72511117998596,-235.83766003823987,-227.08466230053398
FL,scen_random_2,-5552.061683845729,-10507.912551008681,-11002.115495508877
FRA,scen_random_2,-941.7846945197734,-1671.13350481022,-1615.113775928735
GA,scen_random_2,-4125.619802764185,-7898.581575358618,-6482.993396748814
GBR,scen_random_2,-2334.3142739235304,-4647.248402447486,-2526.9575796302865
GRC,scen_random_2,-107.74765172959457,-203.17275707922423,-114.6657608175278
HI,scen_random_2,-663.095845883216,-1241.7807643449864,-1229.867130778781
HKG,scen_random_2,-239.04235771444465,-484.83181955575685,-333.48474988295544
HRV,scen_random_2,-10.904580304141517,-19.643138865697715,-23.72278537173939
HUN,scen_random_2,-76.30086523017873,-137.83384974516764,-138.30975366340886
IA,scen_random_2,-1434.6815551063735,-2679.7893012368713,-1900.2385123226416
ID,scen_random_2,-295.513303890394,-537.589361506001,-543.0633879249898
IDN,scen_random_2,-282.2007192792072,-467.4499593614767,-297.89374032656906
IL,scen_random_2,-5495.718944483379,-10408.561238357586,-8229.249842507226
IN,scen_random_2,-3258.26515914688,-5981.969955793635,-4872.892506623276
IND,scen_random_2,-1736.5834357631936,-3206.9598218643596,-1085.300917761494
IRL,scen_random_2,-674.3706874946672,-1260.8359191105587,-2907.7864614903647
ISL,scen_random_2,-22.298331141598823,-37.334023665759,-25.00170919864483
ISR,scen_random_2,-342.36360005686316,-620.5184177121427,-393.03316283806004
ITA,scen_random_2,-697.7796739902158,-1198.6392836269388,-877.2118407465618
JOR,scen_random_2,-10.03130530283822,-18.56689268693494,-24.022598765296063
JPN,scen_random_2,-1768.1327428915608,-3176.9989462381345,-3017.0576325635616
KAZ,scen_random_2,-46.47208426419494,-84.92623441890952,-54.866157899763614
KHM,scen_random_2,-7.121538714392527,-11.960163929245963,-5.098230826590102
KOR,scen_random_2,-1147.5204896367297,-2036.506770804001,-1804.5071897752418
KS,scen_random_2,-983.9619929492883,-1810.546408431359,-1674.1940979664598
KY,scen_random_2,-1648.467126907269,-3056.063086879962,-2975.7940330704546
LA,scen_random_2,-1793.4156218705314,-3292.3686425402134,-2265.2389732380184
LAO,scen_random_2,-2.1871821743091244,-3.7400592798266,-1.5753090071682228
LTU,scen_random_2,-26.174478292469924,-46.2706546279323,-18.903196049886567
LUX,scen_random_2,-140.21324168314942,-286.36515323141066,-472.26576360912753
LVA,scen_random_2,-10.159321739844847,-18.204094461844612,-16.75399566413106
MA,scen_random_2,-20958.892597986985,-40203.717298432915,-22776.3928625508
MAR,scen_random_2,-29.719110566507982,-53.94751343777546,-51.14510834521311
MD,scen_random_2,-4879.375704774808,-9229.451849917503,-6993.504493593951
ME,scen_random_2,-1807.3094281776478,-3286.5472125701804,-2213.8392335052063
MEX,scen_random_2,-2104.6266621038467,-3648.368251894228,-2757.9517089133315
MI,scen_random_2,-4419.928526380277,-8168.551015867004,-8453.557973912943
MLT,scen_random_2,-21.783518756671338,-44.47330135456719,-54.41207734802224
MMR,scen_random_2,-11.690506579921616,-17.684882414113765,-14.746495879487572
MN,scen_random_2,-2603.4503211820047,-4756.592272519375,-3998.081847289262
MO,scen_random_2,-1796.808454304634,-3383.39786423621,-3100.7836890393555
MS,scen_random_2,-682.8523087174991,-1255.5601360873898,-1255.8738151795962
MT,scen_random_2,-356.3907430046011,-643.464269194154,-429.4088764216609
MYS,scen_random_2,-309.7056371465992,-551.4093231664108,-504.02784454865673
NC,scen_random_2,-5991.6805523785615,-11151.579039166367,-8479.930149520158
ND,scen_random_2,-434.9171160972913,-759.7268119680125,-669.792223770158
NE,scen_random_2,-858.5079302145191,-1575.2061982277119,-1172.733760817911
NGA,scen_random_2,-149.82236019267515,-276.17685183457957,-110.20430120835981
NH,scen_random_2,-3297.668841261783,-6157.453481041395,-3718.993791812399
NJ,scen_random_2,-15033.220784587755,-28503.97960917972,-16589.444345265787
NLD,scen_random_2,-535.7569970280862,-993.5738454335036,-1375.0092724651204
NM,scen_random_2,-530.6269607782599,-986.8750313383266,-871.7578205464943
NOR,scen_random_2,-237.6817575018552,-408.32065449480683,-247.16191726233862
NV,scen_random_2,-686.9540829701372,-1307.2227746505387,-1246.9910615912154
NY,scen_random_2,-528092.2155111228,-963826.8476506985,-575124.6734909833
NZL,scen_random_2,-67.23339619870778,-112.9542023777315,-152.55459412951976
OH,scen_random_2,-6947.219367142988,-13085.111609172176,-9955.496656486313
OK,scen_random_2,-1340.2792070369312,-2449.116330255885,-1752.509882835361
OR,scen_random_2,-749.280526765988,-1418.0344795942453,-1449.1218320750759
PA,scen_random_2,-15914.927907840676,-30129.579471612815,-17755.05841703541
PAK,scen_random_2,-46.97214014057883,-82.38663861538907,-58.95281824093158
PER,scen_random_2,-104.08975142471456,-189.19156987904898,-239.21263591185078
PHL,scen_random_2,-215.44278986259766,-400.67217275924753,-198.35723869019745
POL,scen_random_2,-190.140642432263,-342.00564077245974,-301.9121526608919
PRT,scen_random_2,-91.34959088909117,-162.20585668778367,-77.7264405425684
RI,scen_random_2,-1600.2655788730517,-2988.9714704037897,-1826.7448743262794
ROU,scen_random_2,-61.055279175029284,-111.14065020337132,-172.04370884426203
ROW,scen_random_2,-1899.4387281682448,-3426.12115404271,-2462.4045338532146
RUS,scen_random_2,-682.2730676852095,-1247.2222647041358,-584.9545213329234
SAU,scen_random_2,-416.6927692542615,-769.9209012243678,-384.7234400398571
SC,scen_random_2,-1758.1229366346183,-3249.0015311485968,-2910.7928334832477
SD,scen_random_2,-538.0457295980466,-989.8383943978957,-622.8436070102504
SEN,scen_random_2,-2.509420248350658,-4.2073709205819,-4.7347037380437245
SGP,scen_random_2,-686.0369839234477,-1296.8467527960966,-1420.9067155418406
STP,scen_random_2,-0.07683823351293695,-0.15929288131267494,-0.09512717226304429
SVK,scen_random_2,-40.17510439537124,-71.08862975646576,-57.66772996212902
SVN,scen_random_2,-16.386729590960805,-29.04730729467186,-25.257019998150817
SWE,scen_random_2,-243.0528708633836,-442.3291497200551,-492.42305330646894
THA,scen_random_2,-339.71298787878067,-567.4170600015985,-610.2849515106966
TN,scen_random_2,-2514.66826384419,-4704.42533718683,-4480.705561761514
TUN,scen_random_2,-9.888735511977096,-17.9137817299329,-16.032875677723265
TUR,scen_random_2,-210.61186063191283,-368.8701643910803,-373.1223171220881
TWN,scen_random_2,-645.4937905626824,-1123.3960208022359,-771.9352980659788
TX,scen_random_2,-8721.678456434458,-16144.688524446585,-17151.462470714112
UKR,scen_random_2,-35.745989349762084,-67.06381521626702,-85.84495023088976
UT,scen_random_2,-1085.0136159927968,-2060.1845380520585,-1476.9560236720324
VA,scen_random_2,-6905.4622797727525,-12907.349452021817,-9213.463449959647
VNM,scen_random_2,-344.72856398672616,-559.6118711885123,-436.867670517607
VT,scen_random_2,-1357.038512140388,-2443.7633549289058,-1700.0840620488093
WA,scen_random_2,-1961.60798300234,-3777.5519024374967,-3586.6413829346707
WI,scen_random_2,-2418.1890376514903,-4470.536503753348,-3764.5618394824296
WV,scen_random_2,-724.9162657617275,-1340.6958720902146,-1065.2366580179237
WY,scen_random_2,-312.8422312201443,-577.318751310013,-324.5295494970923
ZAF,scen_random_2,-137.12059225225792,-255.2862133435981,-200.3394043083619
