region,build,Leontief,IIM,Ghosh
UT,g2.0,-443.6586545442993,-821.0939296724068,-956.9409976465469
VA,g2.0,-6902.034051431932,-12891.220290095604,-9362.984602255638
VNM,g2.0,-345.088176097956,-559.7773217852168,-435.6949552912935
VT,g2.0,-1833.8749437125784,-3344.076964039291,-2357.256554007962
WA,g2.0,-896.256802822001,-1674.7169195826164,-1942.1823562701486
WI,g2.0,-1685.322086998996,-3029.282851031297,-2931.6775460474746
WV,g2.0,-641.1560691173829,-1178.5267773632731,-947.572951918268
WY,g2.0,-250.73604479784834,-458.30901531632026,-184.66198111625295
ZAF,g2.0,-137.36330103164332,-255.54499550793724,-200.70791108976297
AGO,g2.5,-111.82927295812094,-206.44369559015857,-45.69425723989388
AK,g2.5,-290.85390783715036,-528.7565219942925,-481.0681025631292
AL,g2.5,-483.2976500774705,-875.9072687904224,-1104.1837077463854
AR,g2.5,-317.28740566352195,-560.5350563938163,-745.4028185452539
ARE,g2.5,-206.25488219397567,-394.9860466877151,-783.1574569106839
ARG,g2.5,-124.4446468799816,-227.36014688403702,-286.54977067288354
AUS,g2.5,-272.2191125401,-483.3526256051449,-778.4076265669598
AUT,g2.5,-186.10643588867862,-332.36179392398765,-238.4410671652643
AZ,g2.5,-543.0363951624817,-1007.7140016522166,-1359.4430090541885
BEL,g2.5,-530.0929932176169,-999.1384487735725,-778.6188799798791
BGD,g2.5,-20.11544309457706,-34.13298179914223,-50.58596159844724
BGR,g2.5,-21.184783764723093,-38.545652221547385,-28.14063117938701
BLR,g2.5,-17.60632043376218,-32.48701059819851,-16.85612795715319
BRA,g2.5,-742.9514096032972,-1339.8315313703924,-1290.0988320462984
BRN,g2.5,-3.721166858613906,-6.7327513788356494,-3.4312854000022965
CA,g2.5,-6413.330087189781,-12528.479714305371,-11474.44875989756
CAN,g2.5,-4182.983063942274,-7592.0854039619135,-4203.8575371891075
CHE,g2.5,-834.8637722885532,-1621.4772813911395,-1022.4035372654065
CHL,g2.5,-158.6080990121866,-264.4103593261481,-207.46039497643937
CHN,g2.5,-6765.865004227588,-11405.583569443745,-6314.606714788954
CIV,g2.5,-14.304266699161866,-21.496659075106827,-13.053639447687628
CMR,g2.5,-7.7572996715708245,-13.96020614513257,-8.171852687622955
CO,g2.5,-799.2465389000209,-1460.6075544351686,-1759.257413121029
COD,g2.5,-8.108860927514925,-14.320050833121098,-39.886018795363235
COL,g2.5,-234.4617038821222,-425.04046550950784,-311.7504906426625
CRI,g2.5,-49.885505208024504,-81.33052399878802,-92.8526157613036
CT,g2.5,-23856.827318075426,-46024.32095406566,-23171.63819072833
CYP,g2.5,-11.810464532890615,-24.126560201740645,-33.38079807024709
CZE,g2.5,-100.68221178349991,-179.96021656984587,-166.34034173037742
DC,g2.5,-1097.1429225418394,-2126.856277635635,-1556.235715394796
DE,g2.5,-1746.5122126663687,-3501.1542244666416,-1578.8578259660949
DEU,g2.5,-2135.2738835088826,-3942.2046625187613,-3013.508215456367
DNK,g2.5,-214.52189811823848,-391.8369750360191,-209.25733425962514
EGY,g2.5,-33.05515158681274,-61.68510224011503,-87.48604422563314
ESP,g2.5,-472.5617911154128,-849.6342514572951,-561.5895699018372
EST,g2.5,-17.728446929481287,-32.88886309785194,-16.911694769935746
FIN,g2.5,-129.4266638506707,-236.55574797079365,-229.50189771465352
FL,g2.5,-2798.560593907444,-5221.226094687967,-7728.070085851128
FRA,g2.5,-946.308778971015,-1675.3299291779629,-1625.6236137612495
GA,g2.5,-1771.1877422774835,-3304.4229936839774,-4227.98765842552
GBR,g2.5,-2340.4927399511143,-4649.457766364862,-2556.371010958476
GRC,g2.5,-108.49243568383324,-203.97491548823024,-116.52017097736393
HI,g2.5,-422.1294119395132,-780.5592443673031,-986.5746582264363
HKG,g2.5,-239.4902730146642,-484.80017691760384,-337.23061301543373
HRV,g2.5,-10.954659082254762,-19.689197688040835,-24.045637615757773
HUN,g2.5,-76.65659496135845,-138.16680299195818,-139.06462077302288
IA,g2.5,-568.103380486253,-962.523844470169,-1010.3567506982915
ID,g2.5,-113.02179542918516,-190.8760935925429,-239.73742440793532
IDN,g2.5,-283.54016784377546,-468.72907651694277,-297.67473170768426
IL,g2.5,-2411.255277602666,-4409.452804834258,-5213.361776447029
IN,g2.5,-1886.2207709065308,-3372.947798926121,-3178.1413029312494
IND,g2.5,-1742.4735380670406,-3211.2758921322898,-1080.5759917044272
IRL,g2.5,-677.6440369287071,-1263.6058282482418,-2943.7919351433884
ISL,g2.5,-22.39678460712931,-37.39986392199174,-25.04972852593083
ISR,g2.5,-343.8992304570509,-621.8993238531701,-396.63059006955564
ITA,g2.5,-701.0118154886115,-1201.8476636920093,-881.3249461050665
JOR,g2.5,-10.067990299959135,-18.593553574888126,-23.73966076437974
JPN,g2.5,-1776.3128711966372,-3184.7439377004675,-3025.3068127917318
KAZ,g2.5,-46.724656768056384,-85.19132950972222,-55.478103991548466
KHM,g2.5,-7.151609354652498,-11.984322372270906,-5.094885517651114
KOR,g2.5,-1153.206034417558,-2042.1702689539584,-1801.9741350579404
KS,g2.5,-461.18314807534136,-806.9590222717356,-869.4677391815999
KY,g2.5,-981.5254076262836,-1780.913545095285,-1983.112689082952
LA,g2.5,-1122.4449590776455,-2016.9897022783732,-1405.298276996533
LAO,g2.5,-2.1973000927391673,-3.749451752649815,-1.5739015831656322
LTU,g2.5,-26.31163012556331,-46.40056267907704,-19.006374568583933
LUX,g2.5,-140.44675032251018,-286.30188166120865,-480.80622362166343
LVA,g2.5,-10.195778381295984,-18.234044097935893,-16.989982486401875
MA,g2.5,-31866.29678105671,-61086.887500745695,-34647.82718585159
MAR,g2.5,-29.910381577691922,-54.141775906513594,-50.50344789184875
MD,g2.5,-4205.315439137192,-7948.314873394315,-6301.181706951531
ME,g2.5,-2759.700391563377,-5083.014515319607,-3445.01522524101
MEX,g2.5,-2115.493971071768,-3659.544380793636,-2723.496267995334
MI,g2.5,-3766.9422679252702,-6839.925197354171,-7732.260646691852
MLT,g2.5,-21.819730912742077,-44.45808424113807,-55.371573507078175
MMR,g2.5,-11.742204960212709,-17.71634626799786,-14.7545072724765
MN,g2.5,-1516.4521370300072,-2656.9603003827956,-2876.4245202589345
MO,g2.5,-664.2065309619805,-1199.3983415445819,-1622.2186128649778
MS,g2.5,-315.4711218886365,-560.3983095690526,-721.1453476260526
MT,g2.5,-239.64169791638855,-421.63921125468784,-256.9230592504651
MYS,g2.5,-310.90684924702936,-552.4279332383288,-507.74356737425035
NC,g2.5,-4925.310018724983,-9063.798186671707,-7627.488950541423
ND,g2.5,-311.56250672429076,-524.2361173632277,-418.97720516147444
NE,g2.5,-366.4815786786842,-613.74361245512,-583.7646198097048
NGA,g2.5,-151.26420694160137,-278.0433229019345,-111.19211726515137
NH,g2.5,-4711.265501218938,-8839.219931582727,-5440.565380785398
NJ,g2.5,-21927.83552406633,-41412.36330276165,-23875.227222430054
NLD,g2.5,-538.4533086789733,-996.041463434118,-1388.770181149792
NM,g2.5,-269.1767003894435,-484.25261339037706,-479.40508709799406
NOR,g2.5,-239.11318387825003,-409.67851758952054,-248.45144592002472
NV,g2.5,-171.48036808299608,-328.9076677417645,-359.656307721534
NY,g2.5,-536412.9822401347,-978094.9547785538,-584609.3472968944
NZL,g2.5,-67.49764892734953,-113.13261010071558,-154.140626161023
OH,g2.5,-5273.625555116907,-9766.65823299472,-9062.245401929951
OK,g2.5,-872.760688258396,-1551.5426660788378,-1065.8059435267792
OR,g2.5,-169.24898673341082,-305.50891183963773,-483.946792637934
PA,g2.5,-19832.273391718365,-37506.02394805385,-23066.115416591045
PAK,g2.5,-47.15530749288324,-82.54207589791197,-58.68805821722892
PER,g2.5,-104.72594767640973,-189.90620989747066,-238.22303423382039
PHL,g2.5,-216.26044347625785,-401.2918652108184,-198.57800538028374
POL,g2.5,-190.9241466883717,-342.6948450330494,-303.46140549850537
PRT,g2.5,-91.74589718888721,-162.57198326585257,-77.9281917908296
RI,g2.5,-2086.8169799610914,-3959.12027473587,-2378.31716678884
ROU,g2.5,-61.29832079800886,-111.35710718665206,-175.01589842463846
ROW,g2.5,-1913.5512092149252,-3442.4603692089763,-2469.4841775109207
RUS,g2.5,-686.064884887336,-1251.2402902355448,-588.0196251230244
SAU,g2.5,-420.8557584000461,-775.4075751370684,-387.99935776282024
SC,g2.5,-1058.565350127604,-1926.535285893446,-1995.3959442196963
SD,g2.5,-216.15741493159447,-351.0032433801679,-391.254142200764
SEN,g2.5,-2.5207882797994263,-4.215847002011055,-4.770291305896095
SGP,g2.5,-689.0913489076232,-1299.4524386320466,-1433.1893106358484
STP,g2.5,-0.07693785434355964,-0.15920606941612248,-0.0953256349325858
SVK,g2.5,-40.36080612038337,-71.262745860244,-57.77847741780901
SVN,g2.5,-16.460531653495963,-29.120954783962276,-25.34748046684636
SWE,g2.5,-244.251847125352,-443.51582956165737,-499.2498636927286
THA,g2.5,-341.040460746111,-568.5540017739476,-615.9547041150687
TN,g2.5,-1303.5024090207678,-2386.1276541707725,-2969.2075125372435
TUN,g2.5,-9.944164677702368,-17.971390613598924,-16.040292752585792
TUR,g2.5,-211.5522983841615,-369.80949232863634,-372.59892222151643
TWN,g2.5,-648.2940596093524,-1126.0615196286083,-773.4327577983547
TX,g2.5,-5722.187762637358,-10368.917945199119,-13758.772709908255
UKR,g2.5,-35.914750313410444,-67.23618547138182,-84.17942852897026
UT,g2.5,-346.41206699176416,-638.3389438304077,-819.6586156517329
VA,g2.5,-6484.515402061231,-12062.54361250348,-8623.517454262894
VNM,g2.5,-345.99355099523086,-560.636140539141,-436.30997123331895
VT,g2.5,-2109.8248575832085,-3838.8833966158486,-2704.079630105613
WA,g2.5,-644.829043217507,-1196.313470558339,-1579.5428514015928
WI,g2.5,-1296.248258715031,-2289.4395057742895,-2502.0018855615926
WV,g2.5,-557.8480812168401,-1020.8791645493731,-846.5769225851064
WY,g2.5,-228.85943606440364,-419.7665620014506,-131.44302978822088
ZAF,g2.5,-137.91756022766518,-256.208617589752,-201.03081535319467
AGO,g3.0,-112.4481028165385,-207.41050960322082,-45.85098814065072
AK,g3.0,-283.1287506570063,-514.2232116594726,-509.32055266492347
AL,g3.0,-338.7222629476762,-609.7170874426074,-907.1786426122787
AR,g3.0,-251.2416226692011,-440.5881630375608,-674.9134031776664
ARE,g3.0,-206.71975183503045,-395.55714429107934,-785.5446551817458
ARG,g3.0,-124.7733712314761,-227.75509008894028,-287.23077994542206
AUS,g3.0,-272.8334089394259,-484.0780238880948,-780.0150414112506
AUT,g3.0,-186.50340710177292,-332.81449456805575,-238.93518994614928
AZ,g3.0,-473.323850893821,-877.8806167192981,-1275.7366955672483
BEL,g3.0,-531.0691255553519,-1000.2022246717679,-780.9128428742227
BGD,g3.0,-20.151781003094825,-34.170316453050646,-50.59357223154028
BGR,g3.0,-21.227078307783703,-38.59258366221298,-28.200472802662325
BLR,g3.0,-17.645242042572956,-32.532236174175516,-16.887737698449534
BRA,g3.0,-744.974234155371,-1342.436928098601,-1292.9353536090161
BRN,g3.0,-3.729363818055273,-6.742474456157788,-3.4335197862859888
CA,g3.0,-5907.007017345319,-11504.821729576062,-11379.465936458266
CAN,g3.0,-4196.8869828500465,-7611.259248772753,-4198.348817175937
CHE,g3.0,-836.1816495001109,-1622.856480939783,-1025.4514136920693
CHL,g3.0,-158.975178782168,-264.8228467371662,-207.65282994268227
CHN,g3.0,-6778.781492491026,-11419.228365172248,-6311.065755841726
CIV,g3.0,-14.340215978614046,-21.52890008059924,-13.0728479574998
CMR,g3.0,-7.77101474045745,-13.975240431431875,-8.189420815894875
CO,g3.0,-678.1157708138915,-1231.381356635231,-1668.0202433786167
COD,g3.0,-8.131575737374312,-14.348345729798993,-39.78515937311105
COL,g3.0,-235.44792170474088,-426.48557677491965,-311.98737420002846
CRI,g3.0,-49.97436531139882,-81.41654675573079,-92.81892595197755
CT,g3.0,-25769.648415457097,-49612.75827876539,-24907.29702835769
CYP,g3.0,-11.82494357574816,-24.140310161919658,-33.50456372527402
CZE,g3.0,-100.87857605536362,-180.17363754823302,-166.55594659849532
DC,g3.0,-874.7174286644222,-1688.4767727183096,-1220.0045580775434
DE,g3.0,-1711.3780052192394,-3438.234803956894,-1482.2297087396885
DEU,g3.0,-2139.616744082915,-3947.0141109769356,-3019.8612873801576
DNK,g3.0,-215.06085498059673,-392.5027020628547,-209.78356219620542
EGY,g3.0,-33.137130013458886,-61.784850564739685,-87.69212529718916
ESP,g3.0,-473.4838504923485,-850.6565069642415,-562.5170033580524
EST,g3.0,-17.760868754365443,-32.924142360295605,-16.94793460797873
FIN,g3.0,-129.72663973804103,-236.9098686500287,-230.1565313984859
FL,g3.0,-2165.826973132327,-4030.8218130515406,-7048.018017808766
FRA,g3.0,-948.1713518978836,-1677.4170843303002,-1629.8404765664213
GA,g3.0,-1277.7381881375527,-2362.1260651121997,-3670.889167866904
GBR,g3.0,-2343.6141263615655,-4652.498202890423,-2563.6541260948366
GRC,g3.0,-108.78195555275512,-204.34445345700138,-116.93505768784955
HI,g3.0,-470.73030838552745,-867.3472346353283,-1054.5482635355497
HKG,g3.0,-239.7507106571019,-485.0354993168771,-338.05703705074876
HRV,g3.0,-10.974714239551579,-19.711074478820212,-24.117256253743115
HUN,g3.0,-76.80791649899564,-138.3285770150305,-139.32487299085525
IA,g3.0,-454.39348567796037,-748.3385675331244,-834.3579196298556
ID,g3.0,-101.22824068565761,-169.92248135455333,-211.43718883057895
IDN,g3.0,-284.1926556382993,-469.5097164994981,-297.90915636458845
IL,g3.0,-1842.2755048175798,-3323.77288625234,-4565.449854474111
IN,g3.0,-1571.6794182955418,-2781.549434822213,-2749.8419253791158
IND,g3.0,-1745.1731755201336,-3214.027780667183,-1080.2899750496763
IRL,g3.0,-678.82386665272,-1264.8944993912244,-2952.1487614811485
ISL,g3.0,-22.430178293133224,-37.43284398510233,-25.090203275025058
ISR,g3.0,-344.51689190103264,-622.5630456229873,-397.7159964283776
ITA,g3.0,-702.4544069905734,-1203.4910284679156,-882.634854794881
JOR,g3.0,-10.083754722027184,-18.609851893735147,-23.744009324502102
JPN,g3.0,-1780.0392700993054,-3188.759210783778,-3029.6351003287364
KAZ,g3.0,-46.84382365411603,-85.33749036220831,-55.61204472801865
KHM,g3.0,-7.1655185225930325,-11.998783947543398,-5.096616479384846
KOR,g3.0,-1155.8212856158668,-2045.030976259726,-1803.4173709300394
KS,g3.0,-363.9795622891118,-626.3846622210831,-717.8774915054438
KY,g3.0,-783.3116062906789,-1410.763858084668,-1717.2610330263333
LA,g3.0,-1020.6708494730847,-1828.3459410491037,-1276.6827978946585
LAO,g3.0,-2.2017966198439827,-3.7544025653894324,-1.572699184376918
LTU,g3.0,-26.36532139921046,-46.462097695885305,-19.0456152234252
LUX,g3.0,-140.60606191491945,-286.44795183927835,-482.6079773703863
LVA,g3.0,-10.21305269701359,-18.252884790382275,-17.043820525832206
MA,g3.0,-34020.236926512254,-65145.47186454291,-36907.03063907342
MAR,g3.0,-29.979567707123113,-54.22140141627191,-50.47405193280245
MD,g3.0,-3665.420584805275,-6919.636591260153,-5478.59482783804
ME,g3.0,-2998.4749040585803,-5525.003802545924,-3751.1470115806515
MEX,g3.0,-2120.971604440965,-3665.9900601960944,-2718.9923204951256
MI,g3.0,-3512.9548469199476,-6316.27617273441,-7513.77007306751
MLT,g3.0,-21.841958660612452,-44.47619052252532,-55.576717110069325
MMR,g3.0,-11.75976329818414,-17.7324170882083,-14.774034267653393
MN,g3.0,-1295.5696609152722,-2220.2732172108513,-2649.853130868514
MO,g3.0,-475.6860644781031,-846.095213550271,-1286.3412711795886
MS,g3.0,-245.81159633420384,-434.54076706835673,-634.2072743494737
MT,g3.0,-234.0335239023195,-410.1579523999228,-248.8197854651067
MYS,g3.0,-311.4987141010744,-553.0258979762572,-509.1170603097726
NC,g3.0,-4375.444453034668,-8000.216225747154,-6901.304709099197
ND,g3.0,-301.7479020560411,-498.4075750814727,-365.5510000710389
NE,g3.0,-310.52384778601777,-508.1918552350231,-469.2630179180256
NGA,g3.0,-152.0326774260912,-279.22426782456563,-111.4543745785145
NH,g3.0,-4861.21931816417,-9123.903235370277,-5659.571913671797
NJ,g3.0,-23230.483014680427,-43832.777887197866,-25069.69082315926
NLD,g3.0,-539.5344115719013,-997.2460366117136,-1392.4176841446892
NM,g3.0,-233.22856695383274,-417.7712503390816,-439.8447630284572
NOR,g3.0,-239.67678768193926,-410.3745223138206,-249.04302218357347
NV,g3.0,-154.84535745819568,-296.49898263629495,-349.1947505181067
NY,g3.0,-538471.0836552423,-981350.4688840527,-586968.3573163014
NZL,g3.0,-67.6081326832551,-113.2406419059029,-154.53297501320222
OH,g3.0,-4611.76263807034,-8489.823316480428,-8697.642812278096
OK,g3.0,-812.320691554822,-1439.2559686430634,-976.1132578690049
OR,g3.0,-135.17664472106583,-243.20483676117775,-399.7855957798919
PA,g3.0,-20461.25916416379,-38741.839275575745,-23714.615145436965
PAK,g3.0,-47.23961104445279,-82.63101390136039,-58.68349388027022
PER,g3.0,-105.05386884413402,-190.32732802339817,-238.3815888462105
PHL,g3.0,-216.62017966696388,-401.6489571651074,-198.89597269604135
POL,g3.0,-191.27707385525875,-343.0779286394175,-304.010378501336
PRT,g3.0,-91.91830339950727,-162.76539560349252,-78.05459012137152
RI,g3.0,-2014.0823792346837,-3836.7043477500033,-2339.7647877157965
ROU,g3.0,-61.41346384364076,-111.48154159653207,-175.62926533016267
ROW,g3.0,-1920.4929728633526,-3452.2592802519375,-2472.9457641413524
RUS,g3.0,-687.8489478576973,-1253.4572344164942,-589.4994864013522
SAU,g3.0,-423.10706853095604,-778.888238975465,-388.9782380632907
SC,g3.0,-863.5028519216661,-1560.1727924285801,-1703.5341810101731
SD,g3.0,-194.3258663550257,-301.71091368114094,-347.5114970468666
SEN,g3.0,-2.52503368981391,-4.220354268092597,-4.782634785143216
SGP,g3.0,-690.3796230237475,-1300.8562805350516,-1437.665650178473
STP,g3.0,-0.07700930494201438,-0.15926271959067334,-0.09552670779681106
SVK,g3.0,-40.44283919392673,-71.34990002977167,-57.8301851941399
SVN,g3.0,-16.495230197816902,-29.160672062491052,-25.39153327206651
SWE,g3.0,-244.78348596298233,-444.126203134411,-500.8578094609676
THA,g3.0,-341.6894022070767,-569.2108021568506,-617.4805608981496
TN,g3.0,-1040.4882045517247,-1893.6292083007688,-2660.4800477639337
TUN,g3.0,-9.971725826153783,-18.00759213016032,-16.055428861815955
TUR,g3.0,-212.04456694607182,-370.39065132100103,-372.74727070558833
TWN,g3.0,-649.6641912382729,-1127.5244353573344,-774.654331943916
TX,g3.0,-5402.8402365213,-9743.667708963565,-14020.657836052053
UKR,g3.0,-36.00769786825911,-67.34896901961783,-84.06042275113192
UT,g3.0,-309.66283952585553,-570.5157557842971,-750.0864887300182
VA,g3.0,-6052.9516242389045,-11210.527511627126,-7799.570996820948
VNM,g3.0,-346.6511862018306,-561.3093155846104,-436.9406498153982
VT,g3.0,-2291.827261481047,-4163.975327510791,-2941.105680454649
WA,g3.0,-527.6350811583685,-971.8644622571528,-1395.720243865399
WI,g3.0,-1043.7051837287586,-1809.699415672259,-2193.3356898140582
WV,g3.0,-483.896500748673,-881.4197205665032,-758.4089170478283
WY,g3.0,-219.7615699700062,-405.2402541660568,-102.35158804138595
ZAF,g3.0,-138.32433537129936,-256.72227811723474,-201.3121556058753
AGO,scen_economic,-110.97922436809438,-205.54489530596672,-44.25333364031342
AK,scen_economic,-512.6049583904955,-944.798652655555,-735.0558257865003
AL,scen_economic,-1655.1125795302466,-3125.7618575245106,-2992.430236082657
AR,scen_economic,-924.2247268294379,-1708.6648375681195,-1652.0219224072496
ARE,scen_economic,-205.0927174960226,-394.08505536010904,-766.9693002632134
ARG,scen_economic,-123.6695081603954,-226.58248549688912,-283.8158379023627
AUS,scen_economic,-270.61429190850265,-481.81095871043635,-768.7229454126235
AUT,scen_economic,-184.89158197889944,-331.20802645970053,-235.01566419053458
AZ,scen_economic,-2614.870754964175,-5032.740735597725,-3699.7202557945566
BEL,scen_economic,-525.9312400336725,-995.2443527669838,-759.8595638329884
BGD,scen_economic,-19.955201352269636,-33.99265189320894,-51.111198302907304
BGR,scen_economic,-21.056025724858664,-38.43467457822553,-27.928116349121325
BLR,scen_economic,-17.475940021069302,-32.36410461643002,-16.865735880011066
BRA,scen_economic,-738.068918021278,-1335.1178449516356,-1282.8335087892199
BRN,scen_economic,-3.696153252045229,-6.7108919473921045,-3.434148974302233
CA,scen_economic,-18633.240719786892,-36794.23934324665,-24483.54218945345
CAN,scen_economic,-4155.491277447189,-7565.3626413703005,-4256.449783591948
CHE,scen_economic,-831.242525352022,-1619.323513126803,-1000.7523079880001
CHL,scen_economic,-157.91719550053477,-263.725357980301,-209.65180357504642
CHN,scen_economic,-6720.24788127881,-11361.849753095761,-6425.051817929247
CIV,scen_economic,-14.256759269447802,-21.45006964616853,-13.066007293875613
CMR,scen_economic,-7.705660185222107,-13.916737689178696,-8.073542854426398
CO,scen_economic,-2784.28136194587,-5332.427522472985,-3983.836268464928
COD,scen_economic,-8.06384794559646,-14.275063699725209,-40.44228884249074
COL,scen_economic,-232.791292885692,-423.3575891124166,-314.5790667559891
CRI,scen_economic,-49.612467727057776,-81.05740136571656,-93.89603185925647
CT,scen_economic,-8961.011399770568,-16609.050357678727,-8548.170271283008
CYP,scen_economic,-11.750580342565891,-24.097640994940562,-32.37649062511131
CZE,scen_economic,-99.99147076429269,-179.3329080349365,-165.1670456942939
DC,scen_economic,-1879.981083802787,-3697.852562738987,-2510.4276229980173
DE,scen_economic,-1361.3472365250652,-2732.656923093379,-1370.524519460128
DEU,scen_economic,-2119.863260321493,-3928.0628063112267,-2971.379041683828
DNK,scen_economic,-212.4264491163592,-389.4761789033118,-206.51727060433865
EGY,scen_economic,-32.77411356688911,-61.40868192938063,-85.77884735186186
ESP,scen_economic,-469.35353383724555,-846.69233325042,-559.1265511461957
EST,scen_economic,-17.586983076600045,-32.76028173116392,-16.67271008636676
FIN,scen_economic,-128.45359783134467,-235.56011553062658,-224.43257798827594
FL,scen_economic,-7671.610333425713,-14649.880339103238,-12739.759125535997
FRA,scen_economic,-939.8350734731384,-1669.5194821753373,-1605.8857587099901
GA,scen_economic,-5733.563705707261,-11153.342913741675,-8113.759006504038
GBR,scen_economic,-2327.563937791032,-4641.576596049381,-2501.940237619272
GRC,scen_economic,-107.27295817366529,-202.5713916287134,-113.38249220728022
HI,scen_economic,-935.7221955221266,-1743.4338763888766,-1585.6623602736443
HKG,scen_economic,-238.21202106438122,-484.1131367854703,-330.8072734867266
HRV,scen_economic,-10.87466392672443,-19.612544659533384,-23.472284448847123
HUN,scen_economic,-76.03102694390697,-137.56514768157916,-137.4462212231804
IA,scen_economic,-1661.7319515538302,-3170.528905443292,-2530.1508814868894
ID,scen_economic,-465.52076746760576,-864.6732439277567,-876.7409329940723
IDN,scen_economic,-281.90179118794686,-467.1089336125186,-298.04139909385367
IL,scen_economic,-7258.234373373767,-14051.454141208678,-10118.7499209846
IN,scen_economic,-3438.3046956039575,-6408.118725671142,-5754.923505818031
IND,scen_economic,-1730.0795808153737,-3200.8445640346863,-1094.7934851813147
IRL,scen_economic,-674.3128349192035,-1260.753480051303,-2879.0838753098733
ISL,scen_economic,-22.27831286591888,-37.280405591855846,-25.01290737962376
ISR,scen_economic,-341.2855843553584,-619.4135766407786,-389.89683904854047
ITA,scen_economic,-696.7813016795335,-1197.7794792195846,-874.104739115696
JOR,scen_economic,-9.996381011055,-18.53490354864038,-24.40477785832677
JPN,scen_economic,-1762.805579321068,-3172.3446631547417,-3011.305848697031
KAZ,scen_economic,-46.40440683482447,-84.89186879441311,-54.28325857759279
KHM,scen_economic,-7.100294601578102,-11.937764583653609,-5.110649401917786
KOR,scen_economic,-1143.9439607233105,-2033.204926283729,-1807.532251803827
KS,scen_economic,-1436.8510345793375,-2709.311387237518,-2280.1881576336414
KY,scen_economic,-2062.407201743604,-3858.5313404427525,-3524.749384862829
LA,scen_economic,-2024.0220707301485,-3760.668603248885,-2959.5736268578307
LAO,scen_economic,-2.1840102634588088,-3.7363329968926724,-1.5776892777505211
LTU,scen_economic,-26.118238779827486,-46.22409077566829,-18.823504255654242
LUX,scen_economic,-139.83838840452424,-286.0892604160171,-465.61638106218123
LVA,scen_economic,-10.129753437252752,-18.175194466253135,-16.566275256205518
MA,scen_economic,-11909.891356412221,-22356.404841501484,-13306.397863696571
MAR,scen_economic,-29.700306001579623,-53.92990232336024,-51.64893659216368
MD,scen_economic,-4871.044444296922,-9302.252625628946,-7253.741727102821
ME,scen_economic,-1248.703060079062,-2241.55675174005,-1400.7700714309008
MEX,scen_economic,-2100.7886437191387,-3645.633128138503,-2785.9164642889314
MI,scen_economic,-4907.140678976592,-9077.686658026416,-8026.943307110794
MLT,scen_economic,-21.719732311534056,-44.42025620828506,-53.60637523174877
MMR,scen_economic,-11.703074911285974,-17.67523951654833,-14.774074668591808
MN,scen_economic,-3299.9687028480234,-6138.350462531788,-4586.482325426109
MO,scen_economic,-2633.167022151005,-5048.799733192144,-4330.8000147650355
MS,scen_economic,-936.1610917724842,-1741.8824625071709,-1693.8626837409363
MT,scen_economic,-462.6574232942582,-848.5742092446292,-603.6020270409529
MYS,scen_economic,-308.6493187014637,-550.4089888237537,-500.4058074753279
NC,scen_economic,-6343.3599978139355,-11875.029127386399,-8622.055060446693
ND,scen_economic,-537.3430312195653,-958.1658293929254,-822.723414109095
NE,scen_economic,-1098.6051901796811,-2072.503834401163,-1590.0005798184825
NGA,scen_economic,-150.09467572313014,-276.8434372146666,-109.46401167018927
NH,scen_economic,-1997.541650552284,-3654.5584828917217,-2300.48573939618
NJ,scen_economic,-10688.841559630475,-19985.170175618656,-11437.672085308077
NLD,scen_economic,-534.2335753114317,-991.963179000603,-1361.619159300761
NM,scen_economic,-853.6442210294773,-1596.0712445672796,-1297.013539058779
NOR,scen_economic,-237.5534659430952,-408.00211674857286,-246.046014622858
NV,scen_economic,-1387.5463229137172,-2657.485986424343,-2596.00740329728
NY,scen_economic,-524726.3575556122,-960033.5038389801,-570728.6728412451
NZL,scen_economic,-67.13977801396767,-112.79775407753687,-151.08546052370681
OH,scen_economic,-7683.7620562703605,-14492.063383655886,-9792.844941951773
OK,scen_economic,-1757.7542391864129,-3256.5026316090466,-2426.335995107004
OR,scen_economic,-1445.3442874467994,-2757.9408463423024,-2413.9702156592402
PA,scen_economic,-13424.21522231476,-25159.958067858744,-13640.942952324353
PAK,scen_economic,-46.79767476060043,-82.21492627476512,-59.078078729331146
PER,scen_economic,-104.12500162530253,-189.3106128684064,-240.20419931702173
PHL,scen_economic,-214.5190872186998,-399.7549639431338,-198.12333980109042
POL,scen_economic,-189.55660103568226,-341.44961798425146,-300.5175581850257
PRT,scen_economic,-91.10935505007588,-161.98703463872417,-77.48089552504204
RI,scen_economic,-1074.981876810382,-1998.1886177501315,-1300.773978579282
ROU,scen_economic,-60.82521622544829,-110.92314772442721,-169.9047018396965
ROW,scen_economic,-1900.4152424058077,-3429.45926910188,-2460.4708921653487
RUS,scen_economic,-681.2221697304432,-1246.7035904070235,-582.3950435324873
SAU,scen_economic,-417.6534281936268,-772.0257659398017,-382.7132005675293
SC,scen_economic,-2035.4789494914023,-3820.5810297270104,-3381.169495933463
SD,scen_economic,-619.1688988714303,-1160.9267285153176,-796.9616970664661
SEN,scen_economic,-2.5095325244190976,-4.204776079192005,-4.714447813884068
SGP,scen_economic,-683.823049345565,-1294.6836128800057,-1407.5719392013984
STP,scen_economic,-0.07658715519894883,-0.15909429702999164,-0.09522439623944517
SVK,scen_economic,-40.047061723410344,-70.97144487422689,-57.56315695212768
SVN,scen_economic,-16.35543542216131,-29.019899369855914,-25.17048522897914
